0.0,2.2903000001907348,2,5,4,ohyama
2.2903000001907348,4.811300000190735,2,5,5,ohyama
4.811300000190735,6.098300000190735,2,5,0,ohyama
6.098300000190735,6.375900000095368,2,5,5,ohyama
6.375900000095368,6.652200000286102,2,5,3,ohyama
6.652200000286102,6.656100000381469,2,5,2,ohyama
6.656100000381469,6.9235,2,5,3,ohyama
6.9235,7.9945,2,5,2,ohyama
7.9945,8.613200000286103,2,5,3,ohyama
8.613200000286103,13.717,2,5,2,ohyama
13.717,27.32760000038147,2,5,1,ohyama
27.32760000038147,28.4537000002861,2,5,0,ohyama
28.4537000002861,30.986900000095368,2,5,1,ohyama
30.986900000095368,38.4505,2,5,0,ohyama
38.4505,40.91830000019073,2,5,1,ohyama
40.91830000019073,41.2087000002861,2,5,0,ohyama
41.2087000002861,43.37510000038147,2,5,1,ohyama
43.37510000038147,44.11640000009537,2,5,0,ohyama
44.11640000009537,45.33410000038147,2,5,1,ohyama
45.33410000038147,45.81260000038147,2,5,0,ohyama
45.81260000038147,51.356300000190735,2,5,1,ohyama
51.356300000190735,59.337400000095364,2,5,0,ohyama
59.337400000095364,59.93390000009537,2,5,1,ohyama
59.93390000009537,65.39530000019073,2,5,0,ohyama
65.39530000019073,68.73360000038147,2,5,1,ohyama
68.73360000038147,70.988,2,5,0,ohyama
70.988,78.45130000019074,2,5,1,ohyama
78.45130000019074,79.662,2,5,0,ohyama
79.662,80.55260000038147,2,5,1,ohyama
80.55260000038147,82.5692000002861,2,5,0,ohyama
82.5692000002861,103.13530000019074,2,5,1,ohyama
103.13530000019074,103.67180000019073,2,5,0,ohyama
103.67180000019073,110.8955,2,5,1,ohyama
110.8955,111.17990000009537,2,5,0,ohyama
111.17990000009537,111.6222000002861,2,5,1,ohyama
111.6222000002861,112.167,2,5,0,ohyama
112.167,112.45440000009536,2,5,1,ohyama
112.45440000009536,113.02380000019073,2,5,2,ohyama
113.02380000019073,113.31740000009536,2,5,1,ohyama
113.31740000009536,142.5815,2,5,0,ohyama
142.5815,153.3257000002861,2,5,1,ohyama
153.3257000002861,159.38540000009536,2,5,0,ohyama
159.38540000009536,160.9232000002861,2,5,5,ohyama
160.9232000002861,162.4717000002861,2,5,0,ohyama
162.4717000002861,162.97710000038148,2,5,4,ohyama
162.97710000038148,162.98090000009537,2,5,3,ohyama
162.98090000009537,164.8405,2,5,1,ohyama
164.8405,165.18310000038147,2,5,2,ohyama
165.18310000038147,166.71830000019074,2,5,1,ohyama
166.71830000019074,167.9817000002861,2,5,0,ohyama
167.9817000002861,169.17960000038147,2,5,1,ohyama
169.17960000038147,170.76280000019074,2,5,0,ohyama
170.76280000019074,177.35860000038147,2,5,1,ohyama
177.35860000038147,177.627,2,5,0,ohyama
177.627,180.3895,2,5,1,ohyama
180.3895,180.6925,2,5,0,ohyama
180.6925,180.97210000038146,2,5,1,ohyama
180.97210000038146,188.548,2,5,2,ohyama
188.548,189.92740000009536,2,5,1,ohyama
189.92740000009536,193.00460000038146,2,5,2,ohyama
193.00460000038146,193.54860000038147,2,5,1,ohyama
